OUTPUT,0.26928,12.8627,2,1
OUTPUT,0.26928,12.6863,2,1
OUTPUT,1.00744,13.7347,1,1
OUTPUT,1.00744,12.9796,1,1
OUTPUT,1.96716,303.113,0,0
OUTPUT,1.17624,311.103,0,0
OUTPUT,1.90632,317.723,0,0
OUTPUT,1.88604,301.258,0,0
OUTPUT,0.12112,352.5,2,0
OUTPUT,0.18168,428.5,2,0
OUTPUT,0.26928,11.9608,2,1
OUTPUT,0.26928,11.902,2,1
OUTPUT,1.00744,23.6531,1,1
OUTPUT,1.01772,17.404,1,1
OUTPUT,1.60212,327.392,0,0
OUTPUT,1.60212,317.165,0,0
OUTPUT,1.60212,316.911,0,0
OUTPUT,1.29792,332.844,0,0
OUTPUT,0,0,2,1
OUTPUT,0.12112,442.25,2,0
OUTPUT,0.01584,286.333,2,0
OUTPUT,0.25344,37.8542,2,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0.04056,461,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0.26928,13.0588,2,1
OUTPUT,0.26928,13,2,1
OUTPUT,1.01772,22.9192,1,1
OUTPUT,0.32896,132.875,0,1
OUTPUT,0.87204,380.558,0,0
OUTPUT,1.88604,378.892,0,0
OUTPUT,1.94688,371.875,0,0
OUTPUT,0.9126,272.733,0,1
OUTPUT,0.12112,520,2,0
OUTPUT,0.18168,478.5,2,0
OUTPUT,0.26928,14.549,2,1
OUTPUT,0.26928,13.451,2,1
OUTPUT,1.01772,14.7071,1,1
OUTPUT,1.01772,13.0707,1,1
OUTPUT,0.89232,264.568,0,1
OUTPUT,1.25736,284.952,0,1
OUTPUT,0,0,0,1
OUTPUT,0.3042,310.333,0,0
OUTPUT,0.18168,583.5,2,0
OUTPUT,0.12112,560.75,2,0
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0.08112,613.5,0,0
OUTPUT,0,0,0,1
OUTPUT,0,0,0,1
OUTPUT,0,0,2,1
OUTPUT,0,0,2,1
